angle,impact,log_energy,in_volume,triggered,vetoed
0.5220001103200389,-0.4804734940222158,2.6587343749254475,True,True,False
1.5732586731677372,0.4298484880431876,2.6788811686336778,True,True,False
6.0822520175082415,1.2671294390512489,2.4538015159743467,True,True,False
4.325859344955944,1.0868762760775723,2.744727769086334,True,True,False
1.322722712801853,-0.6901586437484836,2.4311903613464914,True,True,False
5.272483880493577,0.20379633471812852,2.248600921146555,True,True,False
3.0435843717100717,0.611545618433891,3.4895074462105784,True,True,False
0.8012710906525751,0.016692500674516685,2.7451595399372843,True,True,False
2.7452456689988822,0.03385562998761471,2.9417072695982633,True,True,False
3.481816745029447,-0.4379435361725149,3.0342826865461765,True,True,False
1.3297533053048627,-1.0032893947700354,2.2698913080722085,True,True,False
6.04790892119641,-0.5402071155230568,3.08905178761325,True,True,False
0.4349881634766689,0.3617259307305391,2.5891736406804036,True,True,False
5.190813727305491,-0.12626373096392754,2.160228844605491,True,True,False
2.520626039717336,-0.55479163736202,3.223595574275786,True,True,False
0.11984157759122091,-0.9881629215273035,2.3023959879447045,True,True,False
5.404201041950175,0.16518252804995104,2.4864414508210575,True,True,False
4.183769545529322,-0.09929042673613128,2.483315910931058,True,True,False
2.849924372027744,0.9429198402848252,2.1830254292441236,True,True,False
4.096936850491324,0.1828895575718679,3.3354838600409646,True,True,False
3.550314695437059,-0.6990970320484952,3.3318737171516286,True,True,False
1.730550452665115,0.41846398188513273,2.2818839917872804,True,True,False
1.0523498098699227,-0.34794421889993044,2.388645883351918,True,True,False
5.231990667605106,-0.3486936515664401,2.240342056276697,True,True,False
5.9885800006589385,-0.7975358077406138,3.5189966545984044,True,True,False
0.9654410119372817,1.0688655994404745,2.182333321112925,True,True,False
3.7265161635580495,-0.4158717490319238,2.5665540990930698,True,True,False
1.4607868747201656,0.06090360546320328,2.9804590522857595,True,True,False
2.8733249570875343,0.38416277244073194,2.435780886157917,True,True,False
0.8811159520326887,0.7357682674865232,2.7707246287337925,True,True,False
4.516393977707634,-0.9002156799153268,2.6508956556374637,True,True,False
3.3074644817990246,0.15591406150919204,3.2435987231798777,True,True,False
3.601447445677823,-0.6896699968540493,3.0077788082136903,True,True,False
2.467702341152938,-0.39677337777397714,3.015808200191543,True,True,False
0.40891095569938646,0.43715961044957585,3.6736900687552767,True,True,False
3.6177556177013384,-0.41982118624373427,3.965760617763088,True,True,False
0.055288823230094694,1.1656727891396725,2.554995254021089,True,True,False
4.412076858499737,-1.0496334203733775,2.4542116674349366,True,True,False
2.775689780429773,-0.8753991253084807,2.3824751938105346,True,True,False
2.003067195528112,0.5638415361631007,2.3767152404324086,True,True,False
3.610178978439652,-0.37703273412195537,3.690053486092984,True,True,False
5.660292750094124,-0.3895197962176369,3.889410885058828,True,True,False
3.1352362858830074,0.7238831349889351,3.6001766076402033,True,True,False
0.3470054841109397,0.4875830206521813,2.5443485569069555,True,True,False
6.112551121608994,0.9794229580114068,2.7169383920539687,True,True,False
4.083062354037098,-0.8907759188948099,2.477804199478344,True,True,False
3.3426151346697375,1.12934968227593,2.5519289392521047,True,True,False
1.721768452218294,0.10842920392103196,3.3681275114584635,False,True,False
3.016950533005029,0.591164780547467,3.296112546574853,True,True,False
1.747744561561554,-0.06585480185510002,2.189706533299432,True,True,False
1.0444667843429944,0.5958950890589092,3.0791520360870157,True,True,False
0.3351486505145701,-0.1747079665527702,3.3919858051883827,True,True,False
2.7073126760298405,0.6872466915193673,2.6858232573308545,True,True,False
2.7670443177864836,-0.9435953407867702,3.643008204806752,True,True,False
3.7187525325108837,0.7210507658090396,2.9180220105482544,True,True,False
3.6257536828981487,0.6073626993060787,3.494194929805558,True,True,False
2.5065872252623325,0.6083291985942458,3.4978843329507985,True,True,False
1.1942670667139517,0.3465862750936058,3.17176103803015,True,True,False
4.063223258835766,-0.24366993981694493,2.854915806765433,True,True,False
4.629930059281016,-0.10533188851436794,2.533456371058374,True,True,False
3.6297211969529735,-0.5918953820823205,3.675365610651635,True,True,False
4.467789660114027,-0.13274454071405611,3.369025613609874,True,True,False
6.0054593274700565,-1.045488019491129,2.651473732754847,True,True,False
4.75045292062106,-0.17181835383932187,2.804292465676338,True,True,False
4.714399522998405,0.6895776130845355,3.035982023589362,True,True,False
5.9965889465284095,1.1350686564035013,2.5542299063933442,True,True,False
1.1962913519195093,-0.7936616746033462,2.463035291361528,True,True,False
5.512573311482481,-1.016989663295387,2.587111178433318,True,True,False
0.40615062872474866,0.398940357184618,3.190108940066499,True,True,False
3.4624608783853232,-0.151605696127618,2.6401677219415864,True,True,False
1.4923246353488575,0.07834253699242603,2.6549022782788434,True,True,False
4.0985139891564035,0.1349850610690723,2.8520516830771543,True,True,False
3.3708411246512693,-0.9490267580143779,3.00941312345799,True,True,False
3.6883916613698475,-0.7049146314894301,4.149791557240833,False,True,False
2.351718861595712,1.017718763405135,3.3275570372626784,True,True,False
4.826413772211014,-0.4520367508935104,2.366202281126764,True,True,False
2.5752061678928246,0.7277637284668822,2.2296851543949074,True,True,False
5.765221703038497,-0.6427314839010858,3.5216764227717796,True,True,False
3.0771795504858455,-1.4959510450137694,2.972651171037718,False,True,False
3.215349675941907,-1.3097232927858702,3.5774023210089196,True,True,False
6.265291711898671,1.3560472667404069,2.650817850111611,True,True,False
3.1130957127608774,0.6965701884069684,3.7824061833812994,True,True,False
2.711027938431305,0.8506284619810555,2.501659340804835,True,True,False
4.923481009548673,0.009174432624995243,2.774162921380037,True,True,False
0.6648064132353744,0.8707586409642385,2.7113264516830613,True,True,False
5.788012181029206,-0.7153687332851703,2.968524751983246,True,True,False
0.6776004318390241,-0.8966827690716663,2.0375163369140883,True,True,False
0.2531157626606045,1.1734075136069437,2.4700662060559666,True,True,False
2.4857478447845067,0.5964077151417636,3.2579570897310273,True,True,False
4.535780936992568,0.6500898583214701,2.3686440827407442,True,True,False
5.451222455918942,-0.904873759254067,2.853503126801501,True,True,False
0.8101810912731523,1.0385927397495311,3.0765988954558563,True,True,False
2.0567549964645906,-1.1097798506156344,2.1622557364245223,True,True,False
5.55300825335747,-0.8346796335588605,2.592363870308903,True,True,False
2.2872077125338204,0.8316204704066884,3.3084939124751345,True,True,False
5.499629435923986,-0.6845110937868163,2.2760725427921074,True,True,False
0.14350980182173187,0.00771675930318485,2.7307125034343422,True,True,False
2.6047125187376023,-0.6075708723791834,2.8097913772183003,True,True,False
4.457394020592314,0.14410636871590768,2.627427376942796,True,True,False
5.495220798228267,-0.8121659127990724,2.4677081293246683,True,True,False
4.063761798853138,-0.3346679010943072,2.9682749990061095,True,True,False
0.33750154603816207,-0.06527288196908339,3.473701351423549,True,True,False
0.18276082884410527,-0.07667291800828895,3.896244713997811,True,True,False
2.258932197025284,0.5257341987139652,2.6750228858352787,True,True,False
4.291957696478344,0.961523303531045,2.136100054279556,True,True,False
5.049066162904377,-0.4287654612864477,2.314411657374538,True,True,False
2.4762959088231056,-0.3065679492414172,3.7192435332002636,True,True,False
3.7160266069240016,-0.5858664875659353,3.770838710813001,True,True,False
0.7117905900190785,0.6652095677217339,3.1394910073200553,True,True,False
4.467674299572301,-0.9095078695789014,2.854060290676772,True,True,False
5.469807111349865,0.7505281819401314,2.919478991836787,True,True,False
0.868650461165466,-0.6840252125262252,2.037406686362579,True,True,False
2.8651494641559756,0.8867573816224099,2.2821146036756708,True,True,False
1.978190805479616,0.32122262561214066,3.2165465893257537,True,True,False
1.9365853990077,-0.8759451819992241,2.575024884522346,True,True,False
2.8856237418082427,0.07956626913930617,3.1730560077508017,True,True,False
5.671541199696272,-0.48462371671724347,3.221731322097048,True,True,False
0.07839174070002385,1.313462638973781,2.8763239029820347,True,True,False
0.7409358851158494,0.5929275512986882,2.471671607385647,True,True,False
1.5005295558280378,0.46997949658112737,3.1144407977173074,True,True,False
4.502925229681982,-0.9083504699593776,2.871112356476187,True,True,False
6.194616783874591,-0.5000010587612264,3.156824156232321,True,True,False
0.008433162418589346,-0.5459467209228093,3.5607762823285576,True,True,False
5.662722945092274,0.7784957249290634,2.2288229920978764,True,True,False
1.9847901336793565,1.2795666714772111,3.636201281161896,True,True,False
3.1863612070578444,0.6645869242982771,2.4927142293939193,True,True,False
0.5734676327924227,-0.6822819989174739,3.718687730869247,True,True,False
0.9981756507719103,-0.7228218594673301,2.2511373988261116,True,True,False
5.100356911986677,1.217903947658543,2.500772814618597,True,True,False
0.7142502951681968,0.11187159535624797,2.591871459954343,True,True,False
0.6053191217024486,0.3671938979776789,3.6137018534750234,True,True,False
3.3436324130573363,0.8327357506459574,2.3752946903352328,True,True,False
3.3550800362973736,0.07054877754738376,2.8893944508941396,True,True,False
3.076091002793457,-1.2716436917097123,2.546840315134128,True,True,False
0.1252061485473385,-0.691529465592533,2.538774305909439,True,True,False
2.6631722456243576,-0.6955902393116906,3.3375017818124726,True,True,False
2.3438344967024047,0.7517092676511964,3.4765837418688994,True,True,False
1.5310104185622049,0.9857036290745255,2.480701755983526,True,True,False
0.1406171959093866,-0.9284209502678751,2.8023838298470567,True,True,False
0.1690353810179918,-0.9598459978796714,3.310701685816591,True,True,False
4.965772254392412,0.8856268461715601,3.2551431531516073,True,True,False
5.281554212508778,1.3117812311617816,3.6227478830601365,True,True,False
2.195436608416485,0.9158937662592908,3.0311397637563346,True,True,False
0.7853549398071518,0.02188125612947356,3.077626450568382,True,True,False
5.361233117992142,0.8731437493340836,3.5245129831744446,True,True,False
4.544404262079564,1.2245954411166942,2.916248331435132,True,True,False
0.997880421029147,0.9908642648010692,2.0634821395508256,True,True,False
5.796757472291063,-0.7716066007696862,2.330731542863815,True,True,False
3.9727785455729197,0.9501963113245033,2.5622830604008984,True,True,False
2.5402388878300926,0.550570371013368,3.630229766712163,True,True,False
3.6723874160656815,0.6028543491681273,3.619783618346151,True,True,False
0.2727406839228771,-0.8027622272338516,2.008265024982224,True,True,False
1.025810159660743,0.9246891047481348,2.7566379525376346,True,True,False
1.2108247240522605,-1.0346742561030178,2.7072495575052757,True,True,False
5.566342660682768,-0.31265622861797293,2.4457675360881463,True,True,False
1.025417133933246,-0.04698755752801848,2.551261299297904,True,True,False
0.17794752168206873,-0.26444660634799155,2.028460113802302,True,True,False
0.6181905861324771,0.45047665016188754,2.297346862843459,True,True,False
4.168549651817061,0.42041659470854387,2.6500915032842713,True,True,False
0.9385432201887365,0.18110032114961533,2.5900424945864815,True,True,False
3.3702608618951415,-0.888595293971215,3.3348343659618465,False,True,False
2.47576229978499,0.33215603267906285,3.495357477894197,True,True,False
5.586789561434675,-0.3335744261690001,3.336353072223166,True,True,False
2.742859833298538,0.1365151514483858,2.945246058744745,True,True,False
3.1097165572173333,-1.401803895734607,3.6236007218817443,True,True,False
5.3124625397436365,-0.03241282330470878,2.3407442829699523,True,True,False
2.253389791105014,0.8604933776868957,2.92307331454748,True,True,False
4.644128191118831,0.6744600628539261,2.739439488841785,True,True,False
2.5161914946024693,0.43176050262971616,2.3180131612539956,True,True,False
2.274133934571687,-0.24203659580449588,3.1759725133436194,True,True,False
3.8628437088974077,-0.47584467877802517,3.568082295993707,True,True,False
1.5250771608130296,-1.040553025293457,2.5662029371177617,True,True,False
5.882287520240585,-0.19351948472462915,3.4587147186791345,True,True,False
